Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
1352.0,3042.0,56.0,10.0,42.0,-2.0,3443.0,227.0,218.0,124.0,408.0,1.0,20.0,1.0
1353.0,2821.0,58.0,18.0,150.0,-15.0,306.0,230.0,200.0,97.0,1471.0,1.0,29.0,5.0
1354.0,2776.0,73.0,25.0,175.0,95.0,190.0,239.0,185.0,62.0,1354.0,1.0,29.0,5.0
1355.0,2765.0,75.0,21.0,150.0,77.0,162.0,240.0,197.0,78.0,1324.0,1.0,29.0,5.0
1356.0,3216.0,58.0,9.0,335.0,33.0,5635.0,227.0,222.0,129.0,2174.0,1.0,22.0,1.0
1357.0,3049.0,293.0,5.0,306.0,62.0,2471.0,205.0,239.0,173.0,1025.0,1.0,29.0,1.0
1358.0,2806.0,66.0,21.0,190.0,-23.0,256.0,235.0,193.0,80.0,1419.0,1.0,29.0,5.0
1359.0,3185.0,32.0,3.0,0.0,0.0,5165.0,219.0,232.0,150.0,1919.0,1.0,23.0,1.0
1360.0,3018.0,106.0,9.0,150.0,3.0,2979.0,235.0,229.0,125.0,558.0,1.0,29.0,1.0
1361.0,2821.0,58.0,21.0,212.0,-19.0,295.0,230.0,192.0,86.0,1455.0,1.0,29.0,5.0
1362.0,2800.0,64.0,26.0,218.0,112.0,242.0,233.0,178.0,61.0,1397.0,1.0,29.0,5.0
1363.0,3025.0,307.0,9.0,90.0,14.0,3250.0,194.0,235.0,180.0,350.0,1.0,29.0,1.0
1364.0,2762.0,62.0,27.0,150.0,76.0,175.0,231.0,173.0,58.0,1319.0,1.0,29.0,5.0
1365.0,2734.0,68.0,30.0,108.0,43.0,124.0,234.0,166.0,42.0,1262.0,1.0,29.0,5.0
1366.0,3047.0,78.0,15.0,170.0,0.0,3480.0,238.0,211.0,99.0,277.0,1.0,29.0,1.0
1367.0,3040.0,277.0,10.0,218.0,48.0,2607.0,192.0,242.0,189.0,882.0,1.0,29.0,1.0
1368.0,2953.0,60.0,7.0,134.0,-8.0,1366.0,225.0,226.0,135.0,2147.0,1.0,23.0,2.0
1369.0,2826.0,46.0,27.0,258.0,145.0,283.0,216.0,170.0,73.0,1423.0,1.0,30.0,5.0
1370.0,2736.0,49.0,26.0,108.0,49.0,127.0,221.0,175.0,73.0,1254.0,1.0,29.0,5.0
1371.0,2737.0,44.0,22.0,108.0,41.0,124.0,219.0,186.0,91.0,1237.0,1.0,29.0,5.0
1372.0,3196.0,336.0,9.0,67.0,7.0,5142.0,199.0,227.0,167.0,1766.0,1.0,23.0,1.0
1373.0,3062.0,329.0,1.0,0.0,0.0,3830.0,215.0,237.0,159.0,485.0,1.0,20.0,2.0
1374.0,2927.0,51.0,16.0,258.0,34.0,741.0,226.0,205.0,108.0,1900.0,1.0,29.0,2.0
1375.0,2914.0,29.0,8.0,335.0,37.0,564.0,217.0,222.0,140.0,1708.0,1.0,29.0,2.0
1376.0,2806.0,76.0,39.0,234.0,119.0,255.0,235.0,141.0,0.0,1371.0,1.0,29.0,5.0
1377.0,3019.0,312.0,6.0,0.0,0.0,2962.0,203.0,235.0,172.0,524.0,1.0,23.0,1.0
1378.0,2811.0,80.0,35.0,255.0,115.0,268.0,241.0,156.0,15.0,1383.0,1.0,29.0,5.0
1379.0,3199.0,268.0,6.0,216.0,13.0,5918.0,204.0,243.0,178.0,1736.0,1.0,22.0,2.0
1380.0,2841.0,82.0,18.0,319.0,154.0,335.0,242.0,205.0,86.0,1450.0,1.0,30.0,5.0
1381.0,2800.0,67.0,28.0,242.0,109.0,256.0,235.0,173.0,51.0,1369.0,1.0,29.0,5.0
1382.0,2768.0,57.0,22.0,170.0,75.0,175.0,229.0,187.0,80.0,1288.0,1.0,29.0,5.0
1383.0,2747.0,52.0,21.0,124.0,60.0,127.0,225.0,189.0,87.0,1235.0,1.0,29.0,5.0
1384.0,3204.0,101.0,1.0,60.0,2.0,4905.0,221.0,237.0,152.0,1698.0,1.0,23.0,1.0
1385.0,3091.0,90.0,13.0,192.0,31.0,2315.0,240.0,219.0,107.0,1201.0,1.0,29.0,2.0
1386.0,2763.0,56.0,22.0,162.0,76.0,170.0,228.0,189.0,83.0,1276.0,1.0,29.0,5.0
1387.0,3170.0,284.0,4.0,175.0,8.0,4488.0,209.0,240.0,169.0,1170.0,1.0,29.0,1.0
1388.0,2847.0,64.0,23.0,350.0,151.0,362.0,234.0,187.0,73.0,1476.0,1.0,30.0,5.0
1389.0,2826.0,71.0,25.0,300.0,135.0,309.0,238.0,184.0,63.0,1422.0,1.0,30.0,5.0
1390.0,2812.0,71.0,25.0,277.0,130.0,283.0,238.0,182.0,60.0,1396.0,1.0,29.0,5.0
1391.0,2756.0,48.0,23.0,120.0,98.0,124.0,221.0,183.0,84.0,1240.0,1.0,30.0,5.0
1392.0,3024.0,331.0,6.0,30.0,3.0,3194.0,206.0,233.0,165.0,300.0,1.0,23.0,1.0
1393.0,2940.0,3.0,16.0,443.0,47.0,738.0,197.0,208.0,146.0,1872.0,1.0,29.0,2.0
1394.0,2771.0,34.0,20.0,153.0,113.0,162.0,213.0,193.0,108.0,1282.0,1.0,30.0,5.0
1395.0,3037.0,10.0,4.0,60.0,8.0,1889.0,215.0,231.0,153.0,1680.0,1.0,30.0,1.0
1396.0,2974.0,6.0,10.0,216.0,49.0,1047.0,208.0,222.0,150.0,2192.0,1.0,29.0,1.0
1397.0,2785.0,35.0,17.0,190.0,127.0,201.0,216.0,201.0,116.0,1323.0,1.0,29.0,5.0
1398.0,2823.0,72.0,26.0,313.0,136.0,323.0,238.0,180.0,57.0,1441.0,1.0,30.0,5.0
1399.0,2811.0,67.0,21.0,285.0,124.0,295.0,236.0,193.0,80.0,1415.0,1.0,29.0,5.0
1400.0,2792.0,26.0,14.0,201.0,134.0,212.0,213.0,208.0,129.0,1340.0,1.0,29.0,5.0
1401.0,3213.0,97.0,4.0,120.0,18.0,4659.0,226.0,234.0,143.0,1637.0,1.0,23.0,1.0
1402.0,3097.0,92.0,15.0,210.0,33.0,3944.0,242.0,215.0,98.0,459.0,1.0,29.0,2.0
1403.0,3080.0,343.0,14.0,268.0,57.0,2789.0,190.0,218.0,165.0,755.0,1.0,29.0,1.0
1404.0,2799.0,27.0,11.0,212.0,151.0,218.0,216.0,216.0,136.0,1357.0,1.0,29.0,5.0
1405.0,3227.0,328.0,3.0,247.0,6.0,5805.0,212.0,236.0,162.0,1800.0,1.0,22.0,1.0
1406.0,2837.0,53.0,27.0,335.0,185.0,342.0,223.0,170.0,64.0,1473.0,1.0,30.0,5.0
1407.0,2802.0,47.0,10.0,218.0,149.0,228.0,224.0,217.0,127.0,1374.0,1.0,29.0,5.0
1408.0,2799.0,66.0,9.0,190.0,140.0,201.0,229.0,221.0,124.0,1350.0,1.0,30.0,5.0
1409.0,3242.0,315.0,17.0,153.0,47.0,5015.0,173.0,224.0,190.0,1448.0,1.0,29.0,2.0
1410.0,3213.0,39.0,6.0,319.0,-7.0,5536.0,221.0,226.0,141.0,1820.0,1.0,22.0,1.0
1411.0,3095.0,138.0,13.0,268.0,47.0,3987.0,240.0,235.0,122.0,503.0,1.0,30.0,2.0
1412.0,2773.0,80.0,48.0,124.0,112.0,134.0,226.0,107.0,0.0,1298.0,1.0,30.0,5.0
1413.0,3038.0,90.0,9.0,108.0,3.0,3676.0,233.0,227.0,125.0,234.0,1.0,23.0,1.0
1414.0,3040.0,310.0,12.0,108.0,18.0,3302.0,186.0,231.0,185.0,300.0,1.0,23.0,1.0
1415.0,2847.0,50.0,27.0,323.0,199.0,335.0,220.0,172.0,70.0,1482.0,1.0,30.0,2.0
1416.0,2809.0,67.0,18.0,242.0,150.0,256.0,235.0,201.0,91.0,1410.0,1.0,30.0,5.0
1417.0,2779.0,78.0,47.0,134.0,118.0,150.0,227.0,111.0,0.0,1318.0,1.0,30.0,5.0
1418.0,3215.0,28.0,23.0,175.0,35.0,5523.0,204.0,183.0,105.0,1366.0,1.0,29.0,2.0
1419.0,3221.0,219.0,3.0,256.0,25.0,6006.0,216.0,243.0,164.0,1622.0,1.0,22.0,1.0
1420.0,2786.0,76.0,46.0,150.0,132.0,162.0,226.0,113.0,0.0,1338.0,1.0,30.0,5.0
1421.0,3255.0,285.0,16.0,190.0,60.0,4992.0,175.0,239.0,203.0,1361.0,1.0,29.0,2.0
1422.0,3076.0,34.0,10.0,134.0,-6.0,2218.0,219.0,218.0,134.0,1430.0,1.0,30.0,1.0
1423.0,2806.0,31.0,18.0,216.0,145.0,228.0,213.0,199.0,117.0,1403.0,1.0,30.0,5.0
1424.0,2743.0,76.0,49.0,134.0,81.0,150.0,222.0,103.0,0.0,1337.0,1.0,30.0,5.0
1425.0,2728.0,62.0,29.0,108.0,72.0,124.0,230.0,166.0,0.0,1315.0,1.0,30.0,5.0
1426.0,3043.0,324.0,14.0,108.0,35.0,1691.0,184.0,224.0,179.0,2028.0,1.0,29.0,1.0
1427.0,2842.0,62.0,28.0,309.0,187.0,323.0,231.0,172.0,55.0,1490.0,1.0,30.0,5.0
1428.0,2803.0,74.0,46.0,175.0,141.0,190.0,224.0,111.0,0.0,1379.0,1.0,30.0,5.0
1429.0,3241.0,31.0,23.0,228.0,52.0,5561.0,207.0,183.0,102.0,1289.0,1.0,29.0,2.0
1430.0,3217.0,244.0,6.0,218.0,-3.0,6025.0,208.0,245.0,175.0,1566.0,1.0,22.0,1.0
1431.0,2899.0,35.0,18.0,430.0,240.0,443.0,215.0,198.0,113.0,1602.0,1.0,29.0,2.0
1432.0,2760.0,75.0,49.0,170.0,95.0,175.0,219.0,99.0,0.0,1379.0,1.0,30.0,5.0
1433.0,3290.0,24.0,16.0,182.0,20.0,3842.0,210.0,205.0,128.0,1940.0,1.0,38.0,1.0
1434.0,2856.0,53.0,28.0,335.0,195.0,350.0,223.0,169.0,63.0,1530.0,1.0,29.0,5.0
1435.0,3305.0,205.0,7.0,430.0,110.0,5167.0,216.0,246.0,166.0,1206.0,1.0,29.0,2.0
1436.0,3213.0,235.0,8.0,210.0,-7.0,6056.0,207.0,247.0,178.0,1518.0,1.0,22.0,1.0
1437.0,3074.0,331.0,12.0,162.0,11.0,3302.0,192.0,225.0,172.0,469.0,1.0,29.0,1.0
1438.0,3084.0,88.0,12.0,242.0,-1.0,2214.0,238.0,220.0,110.0,1513.0,1.0,23.0,1.0
1439.0,2914.0,30.0,14.0,390.0,-30.0,470.0,215.0,208.0,126.0,1640.0,1.0,29.0,2.0
1440.0,2828.0,72.0,45.0,228.0,163.0,234.0,223.0,113.0,0.0,1443.0,1.0,30.0,5.0
1441.0,2710.0,66.0,32.0,90.0,53.0,95.0,232.0,160.0,0.0,1345.0,1.0,30.0,5.0
1442.0,3276.0,354.0,10.0,42.0,6.0,4055.0,204.0,223.0,157.0,1719.0,1.0,23.0,1.0
1443.0,3077.0,76.0,9.0,90.0,18.0,2014.0,232.0,223.0,124.0,1754.0,1.0,30.0,1.0
1444.0,2847.0,35.0,22.0,255.0,68.0,277.0,211.0,186.0,100.0,1486.0,1.0,30.0,5.0
1445.0,2789.0,74.0,49.0,201.0,35.0,218.0,219.0,99.0,0.0,1445.0,1.0,30.0,5.0
1446.0,2857.0,63.0,24.0,228.0,78.0,285.0,233.0,183.0,70.0,1507.0,1.0,30.0,5.0
1447.0,2743.0,61.0,33.0,108.0,24.0,150.0,226.0,154.0,0.0,1410.0,1.0,30.0,5.0
1448.0,3331.0,358.0,15.0,361.0,61.0,3635.0,196.0,211.0,152.0,2014.0,1.0,38.0,1.0
1449.0,3072.0,329.0,17.0,60.0,13.0,1905.0,178.0,218.0,179.0,1914.0,1.0,29.0,1.0
1450.0,2824.0,93.0,45.0,190.0,45.0,268.0,240.0,130.0,0.0,1510.0,1.0,30.0,5.0
1451.0,2753.0,57.0,32.0,95.0,34.0,162.0,222.0,155.0,41.0,1434.0,1.0,30.0,5.0
1452.0,2722.0,53.0,32.0,42.0,3.0,108.0,218.0,153.0,45.0,1398.0,1.0,30.0,5.0
1453.0,3062.0,101.0,4.0,60.0,2.0,4136.0,226.0,234.0,144.0,722.0,1.0,29.0,1.0
1454.0,3044.0,2.0,7.0,30.0,3.0,3681.0,211.0,227.0,154.0,484.0,1.0,23.0,1.0
1455.0,2827.0,84.0,46.0,162.0,26.0,283.0,233.0,119.0,0.0,1533.0,1.0,30.0,5.0
1456.0,2810.0,76.0,29.0,150.0,31.0,256.0,241.0,172.0,0.0,1513.0,1.0,30.0,5.0
1457.0,2764.0,55.0,31.0,85.0,10.0,175.0,222.0,159.0,48.0,1458.0,1.0,30.0,5.0
1458.0,3047.0,85.0,15.0,573.0,58.0,1433.0,240.0,213.0,99.0,2483.0,1.0,29.0,2.0
1459.0,2878.0,82.0,44.0,150.0,48.0,323.0,234.0,124.0,0.0,1575.0,1.0,30.0,5.0
1460.0,2827.0,84.0,46.0,134.0,-2.0,295.0,233.0,118.0,0.0,1556.0,1.0,30.0,5.0
1461.0,3260.0,256.0,8.0,306.0,34.0,5626.0,202.0,245.0,182.0,1471.0,1.0,22.0,1.0
1462.0,2830.0,79.0,46.0,108.0,0.0,309.0,229.0,116.0,0.0,1579.0,1.0,30.0,5.0
1463.0,2820.0,60.0,25.0,95.0,-9.0,283.0,230.0,181.0,0.0,1560.0,1.0,30.0,5.0
1464.0,2740.0,54.0,29.0,0.0,0.0,134.0,222.0,165.0,57.0,1456.0,1.0,30.0,5.0
1465.0,3266.0,65.0,13.0,120.0,40.0,4507.0,232.0,212.0,110.0,1242.0,1.0,29.0,1.0
1466.0,3056.0,37.0,5.0,90.0,0.0,3795.0,220.0,229.0,145.0,589.0,1.0,23.0,1.0
1467.0,3101.0,303.0,14.0,277.0,1.0,3399.0,181.0,233.0,192.0,631.0,1.0,29.0,2.0
1468.0,3057.0,85.0,16.0,592.0,56.0,1482.0,241.0,211.0,96.0,2467.0,1.0,29.0,2.0
1469.0,2950.0,37.0,5.0,180.0,5.0,591.0,220.0,229.0,146.0,1803.0,1.0,29.0,2.0
1470.0,2840.0,78.0,44.0,85.0,10.0,324.0,231.0,121.0,0.0,1602.0,1.0,30.0,5.0
1471.0,2788.0,55.0,28.0,0.0,0.0,216.0,224.0,168.0,59.0,1539.0,1.0,30.0,5.0
1472.0,2747.0,56.0,30.0,67.0,-6.0,150.0,224.0,162.0,51.0,1492.0,1.0,30.0,5.0
1473.0,2732.0,60.0,31.0,85.0,-7.0,120.0,227.0,161.0,45.0,1477.0,1.0,30.0,5.0
1474.0,3237.0,152.0,14.0,541.0,146.0,5386.0,237.0,239.0,130.0,1503.0,1.0,22.0,1.0
1475.0,2741.0,63.0,31.0,108.0,-12.0,124.0,229.0,160.0,40.0,1504.0,1.0,30.0,5.0
1476.0,2991.0,83.0,8.0,170.0,32.0,859.0,231.0,227.0,128.0,2060.0,1.0,29.0,2.0
1477.0,2802.0,59.0,28.0,85.0,-6.0,228.0,228.0,171.0,58.0,1600.0,1.0,30.0,2.0
1478.0,3133.0,20.0,29.0,212.0,69.0,4042.0,185.0,165.0,102.0,805.0,1.0,29.0,1.0
1479.0,3139.0,34.0,3.0,324.0,9.0,2509.0,219.0,232.0,149.0,1504.0,1.0,29.0,1.0
1480.0,3112.0,73.0,7.0,95.0,12.0,2294.0,229.0,226.0,131.0,1718.0,1.0,29.0,1.0
1481.0,3335.0,52.0,14.0,240.0,36.0,4207.0,226.0,208.0,112.0,1302.0,1.0,29.0,1.0
1482.0,3035.0,53.0,7.0,402.0,55.0,1261.0,224.0,225.0,135.0,2424.0,1.0,29.0,2.0
1483.0,3168.0,300.0,5.0,379.0,37.0,3153.0,205.0,238.0,172.0,1003.0,1.0,29.0,2.0
1484.0,2717.0,74.0,35.0,85.0,52.0,90.0,237.0,154.0,19.0,1599.0,1.0,30.0,5.0
1485.0,3280.0,162.0,4.0,319.0,40.0,5206.0,223.0,240.0,152.0,750.0,1.0,29.0,2.0
1486.0,3082.0,106.0,7.0,532.0,28.0,1717.0,232.0,232.0,132.0,2391.0,1.0,29.0,2.0
1487.0,2816.0,75.0,27.0,201.0,-20.0,242.0,241.0,177.0,49.0,1691.0,1.0,30.0,2.0
1488.0,2722.0,75.0,34.0,95.0,57.0,95.0,238.0,156.0,20.0,1627.0,1.0,30.0,5.0
1489.0,2857.0,87.0,21.0,175.0,-26.0,335.0,245.0,201.0,75.0,1760.0,1.0,30.0,2.0
1490.0,3230.0,207.0,3.0,313.0,20.0,5569.0,217.0,242.0,161.0,1234.0,1.0,23.0,1.0
1491.0,3048.0,96.0,4.0,424.0,68.0,1370.0,227.0,233.0,141.0,2544.0,1.0,29.0,2.0
1492.0,2732.0,77.0,33.0,124.0,70.0,127.0,240.0,162.0,26.0,1682.0,1.0,30.0,5.0
1493.0,2714.0,74.0,32.0,95.0,52.0,108.0,239.0,164.0,31.0,1671.0,1.0,30.0,5.0
1494.0,3242.0,16.0,7.0,242.0,15.0,5940.0,214.0,226.0,148.0,999.0,1.0,22.0,1.0
1495.0,3021.0,148.0,15.0,212.0,41.0,1194.0,239.0,237.0,124.0,2402.0,1.0,29.0,2.0
1496.0,2772.0,82.0,31.0,190.0,117.0,192.0,244.0,171.0,34.0,1733.0,1.0,30.0,5.0
1497.0,3108.0,48.0,26.0,30.0,10.0,3868.0,219.0,175.0,75.0,934.0,1.0,30.0,1.0
1498.0,3183.0,28.0,8.0,331.0,-30.0,2952.0,217.0,223.0,141.0,1315.0,1.0,29.0,2.0
1499.0,3181.0,39.0,9.0,335.0,-32.0,2925.0,221.0,220.0,134.0,1337.0,1.0,29.0,2.0
1500.0,3165.0,14.0,12.0,330.0,65.0,2605.0,209.0,216.0,143.0,1615.0,1.0,29.0,1.0
1501.0,3121.0,50.0,12.0,60.0,14.0,2368.0,225.0,214.0,121.0,1842.0,1.0,29.0,1.0
1502.0,2740.0,76.0,31.0,150.0,87.0,170.0,240.0,165.0,32.0,1738.0,1.0,30.0,5.0
1503.0,2706.0,76.0,30.0,108.0,47.0,124.0,240.0,171.0,39.0,1717.0,1.0,30.0,5.0
1504.0,3102.0,57.0,11.0,85.0,15.0,5056.0,228.0,217.0,121.0,1507.0,1.0,22.0,1.0
1505.0,3375.0,61.0,13.0,150.0,-6.0,4142.0,230.0,212.0,112.0,1195.0,1.0,38.0,1.0
1506.0,2730.0,80.0,31.0,150.0,80.0,175.0,243.0,168.0,31.0,1784.0,1.0,30.0,5.0
1507.0,3284.0,319.0,9.0,120.0,41.0,4734.0,198.0,232.0,174.0,703.0,1.0,29.0,2.0
1508.0,2700.0,80.0,27.0,95.0,54.0,120.0,244.0,180.0,47.0,1793.0,1.0,30.0,5.0
1509.0,3285.0,308.0,12.0,90.0,51.0,4702.0,188.0,232.0,185.0,700.0,1.0,29.0,2.0
1510.0,2753.0,86.0,32.0,190.0,103.0,210.0,246.0,170.0,28.0,1851.0,1.0,30.0,5.0
1511.0,3246.0,27.0,2.0,30.0,0.0,5476.0,218.0,234.0,153.0,566.0,1.0,38.0,1.0
1512.0,3218.0,58.0,4.0,228.0,21.0,5379.0,223.0,230.0,143.0,1211.0,1.0,29.0,1.0
1513.0,2720.0,85.0,28.0,150.0,70.0,153.0,246.0,180.0,43.0,1860.0,1.0,30.0,5.0
1514.0,3090.0,36.0,6.0,60.0,3.0,4825.0,220.0,226.0,143.0,1383.0,1.0,22.0,1.0
1515.0,2755.0,87.0,31.0,210.0,109.0,218.0,247.0,173.0,31.0,1907.0,1.0,30.0,5.0
1516.0,2706.0,83.0,26.0,120.0,52.0,134.0,245.0,184.0,52.0,1879.0,1.0,30.0,5.0
1517.0,3250.0,308.0,6.0,127.0,5.0,5562.0,204.0,236.0,171.0,573.0,1.0,38.0,1.0
1518.0,3244.0,54.0,40.0,255.0,146.0,4039.0,209.0,125.0,0.0,1154.0,1.0,30.0,1.0
1519.0,3047.0,72.0,7.0,362.0,11.0,1597.0,228.0,227.0,133.0,2793.0,1.0,29.0,1.0
1520.0,2681.0,78.0,23.0,67.0,31.0,90.0,242.0,191.0,66.0,1892.0,1.0,30.0,5.0
1521.0,3226.0,47.0,8.0,190.0,13.0,6119.0,223.0,223.0,135.0,800.0,1.0,23.0,1.0
1522.0,3208.0,338.0,5.0,90.0,-5.0,3141.0,209.0,233.0,162.0,1440.0,1.0,29.0,1.0
1523.0,2793.0,85.0,31.0,277.0,147.0,295.0,246.0,173.0,33.0,1984.0,1.0,30.0,5.0
1524.0,2725.0,81.0,27.0,162.0,81.0,182.0,244.0,180.0,47.0,1945.0,1.0,30.0,5.0
1525.0,3200.0,172.0,5.0,30.0,0.0,5673.0,223.0,242.0,154.0,949.0,1.0,19.0,1.0
1526.0,3277.0,287.0,20.0,424.0,179.0,4254.0,160.0,234.0,213.0,1262.0,1.0,29.0,2.0
1527.0,3015.0,37.0,5.0,124.0,17.0,1020.0,220.0,229.0,146.0,2394.0,1.0,29.0,2.0
1528.0,2982.0,117.0,11.0,301.0,4.0,860.0,238.0,230.0,121.0,2288.0,1.0,29.0,2.0
1529.0,2795.0,80.0,31.0,270.0,-134.0,306.0,243.0,168.0,31.0,2012.0,1.0,30.0,5.0
1530.0,2713.0,76.0,25.0,150.0,63.0,162.0,242.0,184.0,57.0,1966.0,1.0,30.0,5.0
1531.0,3279.0,62.0,8.0,67.0,3.0,4927.0,227.0,223.0,130.0,408.0,1.0,38.0,2.0
1532.0,3206.0,304.0,7.0,124.0,-7.0,3302.0,201.0,237.0,175.0,1410.0,1.0,22.0,1.0
1533.0,3208.0,48.0,7.0,85.0,-6.0,2982.0,223.0,225.0,137.0,1617.0,1.0,29.0,1.0
1534.0,2959.0,53.0,14.0,295.0,29.0,742.0,227.0,210.0,113.0,2233.0,1.0,29.0,2.0
1535.0,2731.0,75.0,27.0,175.0,45.0,201.0,240.0,178.0,50.0,2003.0,1.0,30.0,5.0
1536.0,2679.0,71.0,24.0,85.0,33.0,90.0,238.0,185.0,63.0,1972.0,1.0,30.0,5.0
1537.0,3267.0,319.0,4.0,270.0,22.0,5675.0,208.0,235.0,166.0,592.0,1.0,22.0,1.0
1538.0,3169.0,277.0,24.0,240.0,84.0,4606.0,150.0,237.0,223.0,1248.0,1.0,22.0,1.0
1539.0,3158.0,282.0,6.0,216.0,-2.0,3542.0,204.0,240.0,175.0,1366.0,1.0,29.0,1.0
1540.0,3042.0,83.0,6.0,108.0,9.0,1443.0,229.0,230.0,135.0,2737.0,1.0,29.0,2.0
1541.0,3039.0,104.0,6.0,95.0,6.0,1415.0,230.0,233.0,136.0,2717.0,1.0,29.0,2.0
1542.0,2727.0,68.0,26.0,124.0,18.0,190.0,236.0,179.0,59.0,2052.0,1.0,30.0,5.0
1543.0,3289.0,0.0,0.0,0.0,0.0,4773.0,218.0,238.0,156.0,458.0,1.0,29.0,2.0
1544.0,2817.0,72.0,32.0,150.0,-85.0,342.0,236.0,161.0,31.0,2125.0,1.0,30.0,5.0
1545.0,2733.0,66.0,26.0,108.0,24.0,201.0,234.0,177.0,59.0,2081.0,1.0,30.0,5.0
1546.0,3145.0,63.0,13.0,362.0,16.0,2200.0,231.0,214.0,113.0,2396.0,1.0,29.0,1.0
1547.0,3113.0,345.0,11.0,268.0,11.0,1987.0,197.0,222.0,163.0,2598.0,1.0,29.0,1.0
1548.0,2786.0,71.0,32.0,120.0,31.0,295.0,236.0,162.0,33.0,2135.0,1.0,30.0,5.0
1549.0,2726.0,65.0,25.0,67.0,17.0,180.0,234.0,182.0,66.0,2103.0,1.0,30.0,5.0
1550.0,2704.0,61.0,23.0,30.0,18.0,120.0,232.0,186.0,75.0,2089.0,1.0,30.0,5.0
1551.0,2895.0,84.0,19.0,90.0,-29.0,503.0,243.0,203.0,82.0,2234.0,1.0,29.0,2.0
1552.0,3230.0,298.0,16.0,391.0,87.0,4508.0,174.0,233.0,198.0,1148.0,1.0,29.0,2.0
1553.0,3200.0,280.0,7.0,150.0,-18.0,3439.0,202.0,241.0,178.0,1544.0,1.0,22.0,1.0
1554.0,3122.0,32.0,9.0,242.0,-6.0,2095.0,218.0,221.0,138.0,2554.0,1.0,29.0,1.0
1555.0,2715.0,68.0,24.0,0.0,0.0,120.0,236.0,186.0,68.0,2148.0,1.0,30.0,5.0
1556.0,2702.0,75.0,27.0,30.0,-6.0,90.0,240.0,179.0,53.0,2142.0,1.0,30.0,5.0
1557.0,3161.0,340.0,5.0,85.0,-5.0,3666.0,210.0,233.0,162.0,1492.0,1.0,23.0,1.0
1558.0,2742.0,67.0,23.0,0.0,0.0,182.0,236.0,186.0,69.0,2190.0,1.0,30.0,5.0
1559.0,3198.0,269.0,9.0,180.0,-20.0,3491.0,196.0,244.0,187.0,1588.0,1.0,22.0,1.0
1560.0,2708.0,80.0,29.0,67.0,-17.0,108.0,244.0,174.0,39.0,2200.0,1.0,30.0,5.0
1561.0,3172.0,30.0,9.0,0.0,0.0,5224.0,218.0,220.0,137.0,1053.0,1.0,29.0,1.0
1562.0,3166.0,8.0,5.0,30.0,0.0,3721.0,214.0,230.0,153.0,1543.0,1.0,23.0,1.0
1563.0,3052.0,72.0,9.0,0.0,0.0,1691.0,231.0,223.0,125.0,3010.0,1.0,23.0,1.0
1564.0,2751.0,83.0,23.0,42.0,-8.0,201.0,245.0,194.0,67.0,2249.0,1.0,30.0,5.0
1565.0,2726.0,86.0,25.0,67.0,-15.0,150.0,247.0,189.0,57.0,2236.0,1.0,30.0,5.0
1566.0,3287.0,333.0,4.0,335.0,22.0,5730.0,210.0,234.0,163.0,571.0,1.0,22.0,2.0
1567.0,3262.0,88.0,5.0,242.0,10.0,6300.0,228.0,231.0,137.0,420.0,1.0,22.0,1.0
1568.0,3207.0,85.0,6.0,85.0,5.0,5649.0,228.0,230.0,136.0,824.0,1.0,22.0,1.0
1569.0,3217.0,313.0,16.0,240.0,74.0,4696.0,175.0,226.0,191.0,990.0,1.0,22.0,1.0
1570.0,3276.0,272.0,14.0,591.0,169.0,4374.0,183.0,244.0,199.0,1132.0,1.0,29.0,2.0
1571.0,3200.0,263.0,8.0,150.0,-17.0,3489.0,201.0,244.0,182.0,1655.0,1.0,22.0,1.0
1572.0,3224.0,352.0,2.0,134.0,5.0,3220.0,216.0,236.0,157.0,1790.0,1.0,22.0,1.0
1573.0,2921.0,70.0,18.0,60.0,-3.0,553.0,237.0,203.0,91.0,2384.0,1.0,29.0,2.0
1574.0,2779.0,90.0,28.0,60.0,-26.0,268.0,249.0,184.0,44.0,2292.0,1.0,30.0,5.0
1575.0,2724.0,93.0,26.0,124.0,-35.0,150.0,250.0,191.0,53.0,2295.0,1.0,30.0,5.0
1576.0,3292.0,347.0,3.0,360.0,27.0,5760.0,213.0,234.0,159.0,601.0,1.0,22.0,2.0
1577.0,3222.0,25.0,9.0,0.0,0.0,3032.0,216.0,221.0,141.0,1974.0,1.0,22.0,1.0
1578.0,3063.0,54.0,15.0,60.0,-5.0,1731.0,228.0,207.0,109.0,3056.0,1.0,29.0,1.0
1579.0,2996.0,80.0,16.0,162.0,24.0,972.0,239.0,210.0,97.0,2620.0,1.0,29.0,2.0
1580.0,2763.0,87.0,27.0,120.0,-60.0,240.0,247.0,186.0,50.0,2343.0,1.0,30.0,5.0
1581.0,2799.0,87.0,31.0,150.0,-71.0,295.0,247.0,174.0,32.0,2387.0,1.0,30.0,5.0
1582.0,2736.0,98.0,25.0,150.0,88.0,180.0,251.0,196.0,58.0,2359.0,1.0,30.0,5.0
1583.0,2722.0,100.0,28.0,120.0,74.0,150.0,252.0,190.0,46.0,2353.0,1.0,30.0,5.0
